article_id,sentence_id,sentence_text,start_char,end_char,label,technique
article703698295,7,"Neither was involved in my writing the letter, and its publication will be news to them.”



“Bishops are quick learners,” he wrote in his letter, “and what many have learned from your pontificate is not that you are open to criticism, but that you resent it,” claiming that many bishops don’t speak out publicly for fear they will be “marginalized or worse.”



And sure enough, within hours of making his letter public, we learned that Fr.",1345,1786,1,"Fear Appeal, Black-and-White Thinking"
article703698295,9,"Of course, the Twitterverse is busy commenting on the irony: how a man expressing grave concerns that there is an atmosphere of fear of being punished for expressing grave concerns, was immediately fired.",1821,2025,1,Fear Appeal
article703698295,14,"Which, it must be said, only proves Fr.",2526,2565,1,General Persuasion
article703698295,19,"Just as Tom Weinandy has, in effect, just said.”



As I write this, the outrage is doing the opposite of dying down, and is surely a sign of how fed up Catholics – even those who would never identify themselves as Traditionalists – have become with this pope and his cadre of episcopal bullies.",2906,3201,1,Exaggeration
article703698295,25,"To me, the fact that he has chosen to write to express his concern about the crisis in the church and the papacy is very significant.",3644,3777,1,"Loaded Language, Fear Appeal"
article703698295,48,"Signaling furiously with the trendy FrancisChurch buzzwords and even trendier blithering incoherence, Muller writes that “mitigating factors in guilt,” can lead, couples in “an uncertain marital situation” through a “path of repentance” – always “accompanied” by an exquisitely sensitive confessor – to a point where the reception of Communion is no longer sinful.",7641,8005,1,Exaggeration
article703698295,66,"The question of Communion for divorced and civilly “remarried” Catholics, he said, has been “falsely elevated to the rank of a decisive question of Catholicism and a measure of ideological comparison in order to decide whether one is conservative or liberal, in favor or against the pope.”

For years under Pope Benedict, Muller was engaged in an open war with the German episcopate who insisted that they were going to allow Communion for the divorced and remarried, no matter what Rome said, even threatening to go into schism if they didn’t get their way[2].",9672,10233,1,"Loaded Language, Fear Appeal"
article703698295,81,"After that, I’m coming back to Saint Peter’s to have lunch with a seminary friend of mine.” “During that interval, I must meet someone that I know but have not seen in a very long time, and would never expect to see in Rome at this time.",11857,12094,1,Exaggeration
article703806098,0,"There Were “Active Shooters On The Runway” Bombshell Air Traffic Control Audio From The Night Of The Las Vegas Massacre Reveals

In yet another striking example of a widespread cover-up currently underway regarding the worst mass shooting in American history, new air traffic control audio has been released that details the fact that there were multiple active shooters on the airports property which is extremely close to the venue where at least part of the attack took place.",0,479,1,Fear Appeal
article703806098,6,"While there have been countless stories since the attack that raise the very real possibility that this was a false flag, one has stood out due to the fact that the person who released the information died shortly after.",1722,1942,1,Fear Appeal
article703806098,7,"As Shepard Ambellas reported in a now viral article, “Kymberley Suchomel, who posted her eyewitness account of the Las Vegas massacre in astonishingly vivid detail to her Facebook page on Oct. 4, subsequently passed away in her home on Oct. 9 from what reports are claiming are natural causes.”
“Shockingly, just days before her death, Suchomel posted key details about the shooting to Facebook that contradicted the official narrative which claims that Stephen Paddock was the lone gunman.”
From dozens of eyewitness reports, including Suchomel’s, that clearly indicate the presence of multiple shooters, to the possibility of helicopters being used in the attack, the American people are clearly not being told the truth.",1943,2666,1,"Loaded Language, Fear Appeal"
article703806098,8,It is also important to keep in mind that multiple investigative reports conducted by other alternative media outlets have actually named government officials and private companies that may be behind the attack and so far there has been no official denial from either.,2667,2935,1,"Fear Appeal, Black-and-White Thinking"
article703821117,9,The propaganda value of this system may be very high.,1334,1387,1,General Persuasion
article703821117,18,"While the CIA has never revealed the names of the people it targeted for assassination, there is little doubt that Arbenz, the president, was at the top of the list.",2643,2808,1,Exaggeration
article703821117,19,There is something important to note: Neither Arbenz nor any other Guatemalan official had ever attacked the United States or even threatened to do so.,2809,2960,1,"Loaded Language, Fear Appeal, Black-and-White Thinking"
article703821117,45,"Keep in mind that this was the height of the Cold War between the United States and that the Cuban Missile Crisis, which brought the world to the brink of nuclear war, had taken place the previous year.",5723,5925,1,"Loaded Language, Fear Appeal"
article703821117,61,The issue was so sensitive that Warren ordered the members of the commission to never reveal the meeting to the American people.,7187,7315,1,Exaggeration
article703821117,62,He ordered all notes and other written references to be destroyed.,7316,7382,1,"Loaded Language, Fear Appeal"
article703821117,63,He also ordered the court reporter to destroy her notes of the meeting.,7383,7454,1,"Loaded Language, Fear Appeal"
article703821117,73,"Shapira then proceeds to provide the answer that Helms gave, which, as he points out, has been public:
HELMS: Mr. Belin, this question, and I think you may recall this, was raised at the time and the Agency was never able to find any evidence whatsoever, and we really searched that it had any contact with Lee Harvey Oswald.",9434,9759,1,Exaggeration
article703821117,77,He was certainly never used by the CIA.,9960,9999,1,Exaggeration
article703821117,89,"A CIA official who would tell falsehoods, even under oath, whenever he felt that “national security” required it.",11107,11220,1,Exaggeration
article703821117,139,"At the same time, Deputy Attorney General Nicholas Katzenbach and FBI Head J. Edgar Hoover both write secret memos and reports saying any further investigation must stop immediately.",17354,17536,1,General Persuasion
article704591553,4,This is the atmosphere that Jewish students and supporters of Israel must endure on a daily basis at McGill.,824,932,1,General Persuasion
article704591553,31,"But in the instant case, McGill’s BDS campaigners dispensed with their traditional charade and overtly launched their attack against Jews.",4315,4453,1,Fear Appeal
