article_id,sentence_id,sentence_text,start_char,end_char,label,technique,risk_score
article111111123,13,Democratic party chairman Ken Martin said last week he expected the investigation to conclude soon.,2225,2324,0,None,0
article111111123,14,"A draft report obtained by the AP noted Monahan's shifting rationale for refusing to produce the video footage, including that it was lost, was on a USB drive in storage and would be too embarrassing and traumatic to release it.",2326,2554,0,None,0
article111111123,15,"The Ellison accusations have put Democrats in an uncomfortable position, as they speak out on sexual misconduct claims against Supreme Court nominee Brett Kavanaugh.",2556,2721,0,None,0
article111111123,16,Kavanaugh denies the accusations.,2722,2755,0,None,0
article111111123,17,Monahan slammed the Democratic Party for its response to her allegations when compared to its treatment of Christine Blasey Ford.,2757,2886,0,None,0
article111111123,18,Ford has accused Kavanaugh of attempting to force himself onto her during a high school party nearly four decades ago.,2887,3005,0,None,0
article111111123,19,Many prominent Democrats have supported Ford’s allegations.,3006,3065,0,None,0
article111111123,20,"“No, they don't,” Monahan tweeted in response to a question of whether the party believes women’s stories.",3067,3173,0,None,0
article111111123,21,"“I've been smeared, threatened, isolated from my own party.",3174,3233,1,"Loaded Language, Fear Appeal",70
article111111123,22,"I provided medical records from 2017, stating on two different Dr.",3234,3300,0,None,0
article111111123,23,"Visits, I told them about the abuse and who did it.",3301,3352,0,None,0
article111111123,24,"My therapist released records stating I have been dealing and healing from the abuse.”

She added: “Four people, including my supervisor at the time, stated that I came to them after and shared the exact story I shared publicly, I shared multiple text between me and Keith, where I discuss the abuse with him and much more.",3353,3676,0,None,0
article111111123,25,"As I said before, I knew I wouldn't be believed.”
Many other Democrats and progressives – who largely stayed silent after the accusations against Ellison emerged – came out in support of Ford, including Vermont Sen. Bernie Sanders and Tom Perez, chairman of the DNC, who urged to investigate the claims and Kavanaugh.",3677,3994,0,None,0
article111111123,26,Monahan went to reiterate that her story has nothing to do with politics.,3996,4069,0,None,0
article111111123,27,"“I have nothing to prove to anyone, I simply shared my story.",4070,4131,0,None,0
article111111123,28,People can believe it or not.,4132,4161,0,None,0
article111111123,29,"I don’t need anyone to affirm my humanity, I affirmed it,” she wrote in another tweet.",4162,4248,0,None,0
article111111123,30,"“The fact that both parties only care if it scores political points is hypocritical,” she added.",4250,4346,0,None,0
article111111123,31,“Do you think a person who has dealt with any form of abuse by politicians is thinking about politics?,4347,4449,0,None,0
article111111123,32,"No, we & are families are trying to heal.”",4450,4492,0,None,0
article111111124,0,"Agencies scramble to prep Russia probe files for release after sweeping Trump order

Intelligence agencies were scrambling Tuesday to comply with a sweeping order by President Trump to declassify key documents that could shed light on the origins of the Russia collusion probe that has hamstrung the administration for more than 18 months.",0,339,0,None,0
article111111124,1,The documents Trump ordered declassified involve a renewed Foreign Intelligence Surveillance Act warrant against former campaign aide Carter Page and text messages from disgraced former FBI officials Peter Strzok and Lisa Page.,341,568,0,None,0
article111111124,2,"The president on Monday afternoon ordered that the documents be released by the Office of the Director of National Intelligence (ODNI) and the Justice Department “[a]t the request of a number of committees of Congress, and for reasons of transparency,” according to a statement issued by White House Press Secretary Sarah Sanders.",571,901,0,None,0
article111111124,3,"It is not immediately clear how and when the documents will be released, but by Monday evening, intelligence agencies said they had already begun working to prepare the documents.",903,1082,0,None,0
article111111124,4,"“When the President issues such an order, it triggers a declassification review process that is conducted by various agencies within the intelligence community, in conjunction with the White House Counsel, to seek to ensure the safety of America’s national security interests,” a Justice Department spokesperson said in a statement to Fox News.",1084,1428,0,None,0
article111111124,5,"“The Department and the Federal Bureau of Investigation are already working with the Director of National Intelligence to comply with the President’s order.”

ODNI spokeswoman Kellie Wade also said that the agency was “working expeditiously with our interagency partners to conduct a declassification review of the documents the President has identified for declassification.”

The documents include all FBI reports on interviews, also known as 302s, with Justice Department official Bruce Ohr and all FBI reports of interviews prepared in connection with applications to surveil Carter Page, as well as 21 pages of one renewed warrant.",1429,2065,0,None,0
article111111124,6,The 21 pages make up only a small portion of the 412 pages of FISA applications and warrants related to Page released by the FBI earlier this year in a heavily redacted format.,2066,2242,0,None,0
article111111124,7,The June 2017 application was the last of four filed by the Justice Department in support of FISA court orders allowing the monitoring of Page for nearly a year.,2243,2404,0,None,0
article111111124,8,"The president also ordered the release of unredacted text messages from fired FBI Special Agent Peter Strzok, former FBI counsel Lisa Page, former FBI Director James Comey and former FBI Deputy Director Andrew McCabe.",2406,2623,0,None,0
article111111124,9,"The president for months has blasted Strzok and Page for the bias revealed in their text messages, as well as Comey and McCabe for their leadership of the FBI.",2625,2784,0,None,0
article111111124,10,Comey was fired from the bureau in May 2017; McCabe was fired by Attorney General Jeff Sessions in March; Page left the bureau in May; and Strzok was fired last month.,2785,2952,0,None,0
article111111124,11,"A source familiar with the timing of the declassification told Fox News they expected the Carter Page warrant application to be declassified first, followed by the FBI reports on agent interviews with Ohr.",2953,3158,0,None,0
